services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
bike,2024-06-28,02:50:39.627163,completed,Hosur Run,HRBR Layout Passage,17.0,RD8410126967143992,5.25,72.73,8.76,81.49,Paytm
parcel,2024-07-08,19:29:42.627163,completed,Basaveshwaranagar Grove,VV Puram Quadrant,13.0,RD4479462816887559,3.28,78.46,15.85,94.31,QR scan
bike,07/08/2024,21:50:44.627163,completed,Giri Nagar Arcade,Madiwala Quay,13.0,RD0026224670150831,3.29,44.33,1.16,45.49,Amazon Pay
cab economy,2024-07-02,13:20:36.627163,completed,Banerghatta Road Station,Doddaballapur Square,39.0,RD6144396106471444,14.7,306.95,0.57,307.52,QR scan
parcel,2024-06-29,21:00:15.627163,completed,Hosur Sarjapur Road Layout Crescent,Hosur Sarjapur Road Layout Extension,26.0,RD6502811363560312,4.86,69.86,8.68,78.54,GPay
bike,2024-06-26,23:18:50.627163,cancelled,Gottigere Landing,Nagasandra Plaza,26.0,RD0222785949421021,6.42,,,,
parcel,2024-07-23,09:23 PM,completed,Subramanyapura Viewpoint,JP Nagar Passage,22.0,RD1607546045085159,9.1,105.46,2.88,108.34,
parcel,2024-07-14,12:51:37.627163,cancelled,Hennur Road Farms,Harohalli 3rd Block,5.0,RD4829889642530081,1.58,,,,
cab economy,2024-07-20,00:06:19.627163,cancelled,koramangala,Mahadevapura Side,31.0,RD9588406703854748,10.56,,,,
auto,2024-07-01,02:01:13.627163,completed,Nagasandra Heights,HRBR Layout Harbor,47.0,RD6640468557296126,14.71,339.36,19.62,358.98,GPay
Bike,2024-06-28,22:24:15.627163,completed,Ulsoor Pointe,Hosur Layout,14.0,RD4398918085248708,2.72,43.08,1.19,44.27,Amazon Pay
cab economy,2024-07-12,14:14:55.627163,completed,Bhadrappa Layout Road,Devarachikkanahalli Arcade,15.0,RD7640471456039707,5.22,166.8,17.39,184.19,QR scan
parcel,2024-08-06,15:30:19.627163,completed,Sarjapur Dam,Marathahalli Ridge,24.0,RD1825164617996570,7.01,91.94,3.6,95.54,Amazon Pay
cab economy,2024-07-27,15:41:42.627163,completed,Kasavanahalli Yard,Nagarbhavi 1st Stage,18.0,RD6541518845433281,8.66,195.83,1.94,197.77,GPay
parcel,2024-08-08,13:04:12.627163,completed,BTM Layout Side,Agrahara Layout 2nd Block,14.0,RD0844512934231101,2.8,53.68,11.35,65.03,GPay
cab economy,2024-08-01,04:26:28.627163,completed,HSR Layout 2nd Stage,Bikasipura District,27.0,RD2801786626361928,7.98,303.24,2.59,305.83,QR scan
bike,2024-06-24,10:38:36.627163,completed,Jalahalli Boulevard,Doddaballapur Station,19.0,RD8495811807523577,5.16,,,,
cab economy,2024-06-25,03:24:59.627163,completed,Koramangala ,Madiwala Landing,23.0,RD8873044743699576,10.38,357.88,1.83,359.71,GPay
bike lite,2024-07-02,11:48:38.627163,completed,Rajarajeshwari Nagar Depot,Kudlu Arcade,24.0,RD0567691094704275,6.58,54.0,4.56,58.56,GPay
bike,2024-07-03,11:57:01.627163,completed,Kengeri Road,Basaveshwaranagar Court,14.0,RD3969116910105082,3.85,,,,
auto,2024-07-16,08:53:23.627163,completed,Banerghatta Road Ridge,Vidyaranyapura Pier,12.0,RD7318303215186387,1.85,105.96,13.39,119.35,Paytm
parcel,2024-07-05,17:46:12.627163,completed,Sonnenahalli 4th Block,Balagere 5th Block,11.0,RD1270829386847783,1.67,62.2,1.4,63.6,GPay
bike,2024-08-06,20:02:54.627163,cancelled,Kaval Byrasandra 3rd Stage,Marathahalli Depot,10.0,RD0329901078080933,2.25,,,,
bike lite,2024-08-05,14:21:06.627163,completed,Anekal Vista,Giri Nagar Pier,14.0,RD9644675470638237,3.25,35.21,12.6,47.81,Paytm
bike,2024-07-14,04:31:16.627163,completed,Varthur Township,Kothnur Pass,41.0,RD8644445174144269,13.34,164.1,18.54,182.64,QR scan
bike,2024-06-29,00:21:51.627163,completed,Nagawara Woods,HRBR Layout Terrace,7.0,RD5235519773505853,2.26,46.68,12.28,58.96,GPay
bike lite,2024-07-14,18:32:12.627163,completed,Kormangala,Nelamangala Woods,29.0,RD1525221128018793,4.59,75.27,0.74,76.01,Amazon Pay
parcel,2024-07-31,12:20:32.627163,completed,Kanaka Nagar Estate,Dr. Shivaram Karanth Nagar Station,11.0,RD3951530193099177,2.37,40.82,0.42,41.24,Amazon Pay
cab economy,2024-07-16,07:20:31.627163,completed,Bhadrappa Layout Garden,Banaswadi Court,18.0,RD1961086771336942,4.26,157.05,16.15,173.2,Paytm
cab economy,2024-07-07,04:33:52.627163,completed,Kaval Byrasandra Square,Nayandahalli Complex,36.0,RD9034421167911865,12.62,367.36,4.38,371.74,
parcel,2024-08-08,11:28:34.627163,completed,Jalahalli 1st Block,Kasavanahalli Trail,12.0,RD5054187151315834,5.48,68.95,3.85,72.8,QR scan
bike,2024-06-19,23:15:53.627163,completed,KR Puram Passage,Nandini Layout Promenade,15.0,RD9550182810361284,3.4,62.67,9.65,72.32,Paytm
cab economy,2024-08-05,11:56:38.627163,completed,Amruthahalli View,Benson Town Close,19.0,RD4452841673672761,6.31,176.67,3.85,180.52,QR scan
auto,2024-06-18,14:27:19.627163,completed,KR Puram Passage,Magadi Road Vista,15.0,RD4454765311691310,6.03,,,,
auto,2024-07-31,23:58:40.627163,completed,Hennur Bay,Koramangala 8th Block 2nd Stage,40.0,RD1735754544453865,16.5,390.3,1.99,392.29,QR scan
bike lite,2024-07-28,16:30:21.627163,completed,Avalahalli Cut,Basaveshwaranagar Extension,18.0,RD3345749470287723,8.1,59.86,0.86,60.72,Paytm
bike,2024-06-20,02:25:46.627163,completed,Koramangala ,Kanaka Nagar Colony,14.0,RD5084532491326399,1.48,44.91,0.49,45.4,Amazon Pay
cab economy,2024-06-29,15:08:44.627163,completed,Chikkajala Valley,Banashankari Terrace,36.0,RD0439877452923172,11.02,275.34,1.15,276.49,Paytm
auto,2024-06-28,10:09:29.627163,completed,Kasavanahalli Boulevard,Kalena Agrahara Valley,26.0,RD0411105744952961,5.29,191.52,0.09,191.61,QR scan
bike,2024-06-26,10:34:15.627163,completed,Kalyan Nagar Extension,Sonnenahalli Dam,17.0,RD7931132422202307,3.98,64.22,3.26,67.48,GPay
bike,2024-07-30,14:38:35.627163,completed,Avalahalli Arcade,Basavanagudi Layout,8.0,RD3290253762872875,6.07,,,,
bike lite,2024-07-15,07:01:16.627163,completed,Amruthahalli Bridge,Babusapalya Terrace,27.0,RD6853680043947788,12.26,75.39,0.29,75.68,
bike,2024-07-05,09:35:55.627163,completed,Tavarekere View,Kothaguda Pointe,12.0,RD9014595900397154,2.38,42.14,6.21,48.35,Paytm
bike,2024-08-04,12:42 AM,completed,Dodda Banaswadi 3rd Stage,HRBR Layout Way,5.0,RD4928048662504497,1.25,32.39,7.66,40.05,Amazon Pay
Bike,2024-08-03,17:54:40.627163,completed,Babusapalya Township,Koramangala 4th Block 6th Stage,17.0,RD8845319867252398,3.45,61.38,7.2,68.58,GPay
parcel,2024-07-27,15:42:10.627163,completed,Kanakapura Fields,Begur Cove,17.0,RD5143134805333453,6.92,75.98,13.19,89.17,GPay
auto,2024-08-10,20:52:57.627163,completed,Kodigehalli Terrace,Thanisandra Hills,34.0,RD7058596523643129,11.41,224.47,0.6,225.07,Amazon Pay
cab economy,2024-06-19,22:17:10.627163,completed,BTM Layout 3rd Block,Horamavu Yard,18.0,RD6953292071523347,6.73,165.51,1.33,166.84,QR scan
auto,2024-07-26,12:59:27.627163,completed,koramangala,Gottigere Township,11.0,RD3249197717836186,2.97,,,,
bike lite,2024-07-17,09:09:05.627163,cancelled,Kengeri Pointe,Anjanapura 5th Stage,18.0,RD7203425872306935,2.89,,,,
bike,2024-08-09,11:02:11.627163,completed,HSR Layout Harbor,Chikkalasandra Mews,21.0,RD6656019995883022,4.02,50.68,3.22,53.9,Amazon Pay
parcel,2024-06-30,20:18:09.627163,completed,Balagere Commons,MG Road Side,13.0,RD8004822322850629,6.94,82.2,2.73,84.93,Amazon Pay
cab economy,2024-07-14,12:48:51.627163,completed,Kadugodi Quay,Kalyan Nagar Dam,23.0,RD5573168603814064,8.35,,,,
bike,2024-08-10,02:31:36.627163,completed,Benson Town Cove,Subbanna Palya Cove,18.0,RD2025071161870604,3.8,84.64,11.8,96.44,GPay
bike,2024-06-28,18:56:51.627163,completed,Horamavu Esplanade,Bhadrappa Layout Bridge,71.0,RD7574222330115226,13.59,,,,
auto,2024-08-06,14:24:10.627163,completed,Doddaballapur 5th Block,Attibele Depot,20.0,RD1680538023877340,8.26,164.53,22.29,186.82,Paytm
auto,2024-06-22,03:00:40.627163,completed,Kodigehalli Quadrant,Hosur Sarjapur Road Layout Works,9.0,RD4356642914254680,2.68,,,,
auto,2024-07-23,23:24:04.627163,cancelled,Hennur Nagar,Ashok Nagar Meadows,20.0,RD7401316946577027,10.87,,,,
bike,2024-07-30,21:24:56.627163,cancelled,Rajarajeshwari Nagar Park,Banerghatta Road Colony,20.0,RD6818634484127611,5.67,,,,
bike,2024-07-20,12:19:11.627163,completed,Shivaji Nagar Pier,Kothaguda Road,15.0,RD2293011885462742,5.36,60.85,10.37,71.22,Amazon Pay
auto,2024-08-13,13:23:48.627163,completed,Munnekollal Pier,Mahalakshmi Layout Passage,13.0,RD7342756476037668,4.51,103.62,3.81,107.43,Amazon Pay
auto,2024-08-10,16:59:20.627163,completed,koramangala,Srirampura Alley,43.0,RD4842353851210139,15.32,251.11,3.02,254.13,
cab economy,2024-08-10,01:21:21.627163,completed,Koramangala 6th Block Cross,Hosur Road 6th Block,12.0,RD9525123973371232,5.24,175.93,13.5,189.43,
bike,2024-08-01,09:20:54.627163,completed,Kothaguda Pier,Hoodi Nagar,21.0,RD4117731907746107,5.65,108.42,0.18,108.6,GPay
cab economy,2024-06-26,21:08:36.627163,completed,Koramangala 8th Block Quarters,Pai Layout Estate,17.0,RD5486851169860890,5.42,163.57,4.21,167.78,Paytm
cab economy,2024-07-18,12:08:58.627163,cancelled,Doddanekundi Fields,Bellandur Pointe,45.0,RD6916909176519312,12.17,,,,
parcel,2024-06-24,10:20:10.627163,completed,Whitefield Fields,Kothaguda Township,15.0,RD8250001706078937,4.12,,,,
cab economy,2024-07-23,21:43:33.627163,completed,Basavanagudi Fields,Ramamurthy Nagar Village,40.0,RD7885596504533636,15.74,355.11,3.88,358.99,Paytm
auto,2024-06-30,00:51:49.627163,completed,Kadubeesanahalli Harbor,Gottigere Township,58.0,RD3197587497144346,15.69,429.83,0.31,430.14,QR scan
auto,2024-07-14,12:55:15.627163,completed,Koramangala 6th Block Village,Sonnenahalli 6th Block,17.0,RD9870009023030265,4.09,99.59,9.37,108.96,GPay
cab economy,2024-06-29,01:00:53.627163,completed,Kanaka Nagar Hills,Kudlu Gate Mews,28.0,RD4012578582916402,8.74,,,,
bike,2024-07-05,16:33:44.627163,completed,Indiranagar 6th Block,Bommanahalli Square,13.0,RD5168524234620656,5.62,52.45,9.25,61.7,Paytm
auto,2024-07-20,08:47:46.627163,completed,Yelahanka New Town Extension,Kadubeesanahalli Promenade,73.0,RD8248409977321279,18.02,626.8,5.63,632.43,Paytm
parcel,2024-06-17,18:10:56.627163,completed,Sanjay Nagar Nagar,Mysore Road Mews,24.0,RD0729419044486378,3.91,115.78,2.04,117.82,GPay
auto,2024-07-16,18:12:50.627163,completed,Vidya Vihar 6th Stage,Domlur Township,15.0,RD9177862261181128,4.13,161.52,8.91,170.43,QR scan
bike,2024-06-27,15:52:09.627163,completed,Vasanth Nagar Court,Banaswadi Pointe,16.0,RD0787805215765416,3.29,48.92,2.89,51.81,GPay
parcel,2024-08-01,20:05:31.627163,completed,Kaggalipura Pointe,Babusapalya Plaza,21.0,RD2710651546517273,5.67,69.06,2.82,71.88,GPay
parcel,2024-06-18,01:37:27.627163,cancelled,Hulimavu Area,MG Road Park,12.0,RD8458565710193982,1.32,,,,
bike,2024-08-03,13:52:49.627163,completed,Chokkanahalli Close,Munnekollal Vista,18.0,RD0465764328778620,2.33,47.55,0.17,47.72,Paytm
auto,2024-07-22,18:42:16.627163,completed,Yelahanka 6th Stage,Nagasandra 5th Block,39.0,RD5037737855787792,9.41,,,,
bike ,2024-07-21,17:55:32.627163,completed,Yeshwanthpur Works,Madiwala Extension,149.0,RD3053788364555598,25.0,474.91,3.28,478.19,Amazon Pay
bike,2024-07-17,14:26:13.627163,completed,Madivala 4th Stage,Giri Nagar Arc,7.0,RD6516317114100794,4.05,44.46,5.19,49.65,QR scan
bike,2024-07-27,15:15:29.627163,completed,Sadashiva Nagar Park,Pai Layout Farms,15.0,RD7070098839312964,4.55,50.11,4.88,54.99,GPay
Bike,2024-07-27,17:44:57.627163,completed,Hennur Road 5th Stage,Hennur Way,27.0,RD9937720119955723,4.63,116.86,0.23,117.09,QR scan
auto,2024-07-29,14:54:14.627163,completed,Kudlu Gate Cross,Mahadevapura Landing,19.0,RD3292734218293189,5.93,119.3,14.91,134.21,Paytm
cab economy,2024-07-30,12:50:13.627163,completed,Naganathapura Woods,Subbanna Palya Passage,46.0,RD7888063452372299,19.09,422.22,13.69,435.91,
parcel,2024-07-26,10:19:00.627163,completed,Hosur Quarters,Ulsoor Station,36.0,RD2030480465625909,5.62,128.12,26.49,154.61,Amazon Pay
bike lite,2024-08-04,22:14:51.627163,completed,Bommanahalli Alley,HSR Layout Heights,12.0,RD0832536725414287,3.48,35.79,5.08,40.87,Paytm
auto,2024-06-26,19:26:12.627163,completed,Babusapalya Station,Koramangala 8th Block Station,23.0,RD9529169692745430,4.6,143.67,3.03,146.7,QR scan
parcel,21/06/2024,22:13:19.627163,completed,Subramanyapura Drive,Agara 4th Stage,27.0,RD9243260361396760,6.97,86.72,0.64,87.36,QR scan
auto,2024-07-13,23:49:41.627163,completed,Koramangala 8th Block Boulevard,Doddakannelli Woods,23.0,RD3648152591378783,10.19,265.8,9.17,274.97,Amazon Pay
auto,2024-08-16,13:42:42.627163,completed,Yelahanka New Town Court,Vijayanagar 4th Stage,18.0,RD8920842213622246,4.34,111.61,3.19,114.8,Amazon Pay
cab economy,2024-07-19,13:14:28.627163,completed,Sadashiva Nagar Valley,Banashankari Viewpoint,39.0,RD9679173061164658,16.58,393.58,1.26,394.84,Amazon Pay
bike,2024-06-18,02:37:11.627163,cancelled,Mahalakshmi Layout Enclave,Sahakar Nagar Circle,5.0,RD9632874586603563,2.64,,,,
cab economy,2024-07-05,01:01:10.627163,completed,HRBR Layout Bridge,Kaggalipura Hills,32.0,RD2841429603049704,10.41,373.91,1.09,375.0,GPay
bike,2024-06-24,10:01:53.627163,cancelled,Ramamurthy Nagar Valley,Seshadripuram Yard,20.0,RD6051098552796099,5.08,,,,
bike,2024-06-21,02:38:26.627163,completed,Kudlu Esplanade,Kothanur Quadrant,7.0,RD9763365686105556,1.83,39.22,10.91,50.13,Amazon Pay
bike,2024-07-08,16:45:14.627163,cancelled,Anjanapura Plaza,Marathahalli Quarry,20.0,RD4808593461641602,7.4,,,,
parcel,2024-07-21,10:20:53.627163,completed,Nagwara Pass,Dr. Shivaram Karanth Nagar Area,9.0,RD8409868774398227,1.95,46.49,9.81,56.3,Paytm
cab economy,2024-08-09,16:15:55.627163,completed,Attibele Landing,Kudlu Alcove,15.0,RD4818296505063366,4.98,155.35,0.27,155.62,QR scan
bike,2024-06-27,15:47:34.627163,completed,Benniganahalli Alley,Kundalahalli Loop,12.0,RD9083411064038902,3.75,,,,
bike,2024-07-02,06:52:13.627163,completed,Yeshwanthpur Way,Kudlu Quay,35.0,RD9819967249835087,9.87,,,,
auto,2024-08-04,09:49:06.627163,completed,MG Road Lane,Jakkasandra Drive,18.0,RD5695618468049460,4.18,121.52,3.09,124.61,Paytm
bike lite,2024-07-30,05:26:51.627163,completed,Kothanur 6th Stage,Agrahara Layout Farms,18.0,RD4597284429482873,4.82,53.69,4.35,58.04,Amazon Pay
auto,2024-08-08,19:08:48.627163,completed,Koramangala Plaza,Kalyan Nagar Loop,26.0,RD4845476036623553,6.07,160.68,0.01,160.69,QR scan
auto,2024-07-04,22:12:32.627163,completed,Madivala Fork,Kalyan Nagar Passage,39.0,RD7116121566266164,10.92,214.15,10.81,224.96,Paytm
auto,07/07/2024,04:29:30.627163,completed,Kormangala,Yeshwanthpur Alcove,21.0,RD8085033165968368,7.05,212.39,1.75,214.14,Paytm
bike,2024-06-17,13:17:15.627163,completed,Indiranagar 5th Stage,Adugodi Circle,24.0,RD7197138984106303,6.44,76.23,9.6,85.83,Amazon Pay
bike,2024-07-30,11:19:43.627163,completed,Sanjay Nagar Fork,Nelamangala Promenade,21.0,RD1418040552420135,5.9,70.84,1.05,71.89,
bike,01/07/2024,23:27:00.627163,completed,Madiwala Viewpoint,Arekere Trail,7.0,RD9308804623304345,2.57,46.13,19.91,66.04,QR scan
bike,2024-06-18,17:03:18.627163,cancelled,Kormangala,Subbanna Palya Loop,29.0,RD9245276173428617,4.71,,,,
cab economy,2024-07-12,00:20:55.627163,completed,Lingarajapuram 3rd Stage,Bommasandra Township,30.0,RD1203694388438855,10.47,346.94,7.29,354.23,QR scan
parcel,2024-07-05,12:15:00.627163,completed,Vidyaranyapura Extension,Yeshwanthpur Side,31.0,RD4791074983235882,11.11,133.55,28.93,162.48,QR scan
bike,2024-07-07,08:58:05.627163,completed,Banerghatta Road Pier,Doddaballapur Run,33.0,RD9144139312037750,7.61,133.65,3.25,136.9,QR scan
bike,2024-06-26,04:22:14.627163,completed,Kumaraswamy Layout Alcove,Giri Nagar 1st Block,21.0,RD7900738180875922,4.86,76.98,1.45,78.43,GPay
cab economy,2024-08-09,16:41:32.627163,completed,Ramamurthy Nagar Quadrant,Kalyan Nagar Estate,27.0,RD4566242517182813,11.14,272.09,1.94,274.03,QR scan
cab economy,2024-07-31,10:57:24.627163,completed,Sahakar Nagar Colony,Magadi Road Landing,51.0,RD5723844889376237,12.43,421.63,1.97,423.6,QR scan
auto,2024-07-03,00:52:17.627163,cancelled,Byatarayanapura Cut,Jakkasandra Station,13.0,RD5344071178007039,4.79,,,,
bike,2024-07-14,16:18:41.627163,completed,Chandra Layout Alley,Nagawara Zone,5.0,RD2817419063386039,1.73,30.92,1.36,32.28,QR scan
bike lite,2024-07-13,03:15:55.627163,completed,Nagwara Sector,Kothanur District,5.0,RD7528039272292733,1.77,28.39,2.58,30.97,QR scan
auto,2024-08-04,20:58:44.627163,completed,Ganganagar Arc,Anekal Meadows,7.0,RD2044761652380243,4.33,93.19,15.88,109.07,Paytm
bike,2024-07-11,14:25:02.627163,completed,Kodigehalli Place,Attibele Circle,18.0,RD1167584174577389,8.93,,,,
bike,2024-08-01,23:24:45.627163,completed,Marathahalli Esplanade,Byatarayanapura 1st Block,25.0,RD3680776904913837,7.61,,,,
cab economy,2024-07-27,08:44:49.627163,completed,Yelahanka Park,Gottigere Landing,35.0,RD9289226952009752,7.28,389.56,0.16,389.72,QR scan
cab economy,2024-06-18,10:14:48.627163,cancelled,Banerghatta Road Woods,Shivaji Nagar Place,29.0,RD2172089256585357,5.89,,,,
cab economy,2024-06-19,10:57:07.627163,completed,Kormangala,Koramangala 8th Block Bay,13.0,RD4882265890725603,3.37,167.69,6.1,173.79,GPay
bike,2024-07-16,10:04:05.627163,completed,Attibele Layout,Kasturi Nagar Quarters,11.0,RD9000226945180692,1.57,47.2,3.93,51.13,GPay
parcel,2024-07-27,16:25:20.627163,completed,Doddanekundi Lane,Mahalakshmi Layout 6th Block,13.0,RD7883129613426326,1.82,44.47,1.87,46.34,QR scan
bike,2024-07-03,20:05:24.627163,completed,Munnekollal Garden,Devarachikkanahalli Cove,14.0,RD3907147784122680,4.89,56.75,4.64,61.39,QR scan
bike lite,2024-08-03,17:38:39.627163,completed,Bellandur Dam,HSR Layout Enclave,10.0,RD2545147019226300,1.01,33.76,1.23,34.99,GPay
parcel,2024-07-25,09:47:12.627163,completed,Agara 5th Block,Gottigere Ridge,29.0,RD5577112636981391,7.62,122.22,4.92,127.14,
cab economy,2024-06-26,00:45:23.627163,completed,RMV 2nd Stage Woods,Doddaballapur Crescent,31.0,RD4731682289115676,9.67,313.25,10.28,323.53,
cab economy,2024-07-23,01:08:51.627163,completed,Sarjapur 3rd Block,Kadubeesanahalli Grove,31.0,RD7438913452492698,8.53,344.25,14.1,358.35,Amazon Pay
auto,2024-07-22,11:16:28.627163,completed,Adugodi 2nd Block,Rachenahalli Quarters,19.0,RD6589278149438050,5.28,105.74,4.27,110.01,Paytm
bike,2024-07-01,21:27:35.627163,completed,BTM 2nd Stage 6th Stage,Adugodi 1st Block,24.0,RD4520412670325736,7.93,76.89,10.92,87.81,QR scan
auto,2024-07-12,11:36:16.627163,completed,Benniganahalli Works,Dr. Shivaram Karanth Nagar Enclave,34.0,RD7846817107677263,8.62,178.09,2.77,180.86,Amazon Pay
 cab economy,2024-06-29,15:14:57.627163,completed,RMV 2nd Stage Valley,Hulimavu Court,63.0,RD7745020693598349,18.68,477.18,12.3,489.48,GPay
parcel,2024-08-05,01:20:15.627163,completed,Kasavanahalli Lane,Kothnur Woods,10.0,RD5713689438176720,2.27,51.65,0.25,51.9,Paytm
parcel,2024-06-22,16:33:37.627163,completed,Dommasandra Complex,Bhadrappa Layout Quadrant,30.0,RD5552137639952484,9.22,110.24,3.17,113.41,GPay
parcel,2024-08-15,13:47:48.627163,completed,Jalahalli 5th Block,Dasarahalli Quay,15.0,RD4190833548422220,5.02,70.13,13.35,83.48,Amazon Pay
parcel,2024-06-25,09:29 AM,completed,Koramangala ,Chikkabellandur Way,15.0,RD7536277084529600,3.81,68.07,8.06,76.13,Paytm
bike lite,2024-08-09,09:06:22.627163,completed,MG Road 4th Block,Sahakar Nagar Quadrant,17.0,RD6039375152885714,1.65,36.76,2.65,39.41,GPay
cab economy,2024-06-23,11:30:45.627163,completed,Banerghatta Road Court,Ramamurthy Nagar Area,34.0,RD6327486344637730,5.0,,,,
bike,2024-07-31,20:11:27.627163,cancelled,Koramangala ,Whitefield Square,5.0,RD1763090873547242,2.95,,,,
bike,2024-06-29,08:03:00.627163,cancelled,Dr. Shivaram Karanth Nagar Works,Hebbal Cove,12.0,RD2206178785309968,1.77,,,,
bike,2024-08-03,21:09:58.627163,completed,Dasarahalli Place,Rachenahalli Village,12.0,RD8353079196716918,2.11,,,,
cab economy,2024-06-25,16:37:06.627163,completed,Vidyaranyapura Quadrant,Vasanth Nagar Way,38.0,RD7371327458775771,8.83,270.19,1.65,271.84,Paytm
auto,2024-06-23,01:11:32.627163,completed,Koramangala 4th Block Sector,Kothanur 3rd Stage,10.0,RD6482142932576385,3.01,99.92,1.82,101.74,Amazon Pay
bike,2024-08-13,15:52:00.627163,completed,Vasanth Nagar Garden,Attibele Close,14.0,RD0112395869895646,4.15,54.31,1.33,55.64,
bike,2024-07-18,19:03:02.627163,completed,Doddanekundi Alcove,Whitefield Lane,48.0,RD2130384950682360,8.6,163.4,18.61,182.01,Amazon Pay
bike,2024-08-12,08:28:44.627163,completed,Benson Town Road,Domlur Meadows,10.0,RD0732213732137614,2.09,54.01,7.83,61.84,GPay
auto,2024-08-10,22:11:22.627163,completed,Kaval Byrasandra Side,Marathahalli Drive,19.0,RD3562600772227700,3.94,96.98,13.87,110.85,Amazon Pay
auto,2024-06-19,21:20:52.627163,completed,Bommasandra Circle,Nagasandra Complex,25.0,RD1201028841335395,10.11,,,,
bike lite,2024-08-15,12:49:31.627163,cancelled,Sanjay Nagar Crescent,Rajarajeshwari Nagar Court,13.0,RD8504051470763882,3.11,,,,
auto,2024-07-25,14:54:04.627163,completed,Koramangala ,Kumaraswamy Layout Landing,13.0,RD0265487729463523,3.53,85.44,5.9,91.34,Amazon Pay
bike,2024-06-21,00:59:49.627163,completed,BTM 2nd Stage Passage,Billekahalli Complex,7.0,RD6220933925757273,2.1,46.94,6.75,53.69,Paytm
bike,2024-06-21,10:17:32.627163,completed,Kodigehalli Arcade,Doddaballapur Place,16.0,RD2731855741926256,3.62,68.75,4.78,73.53,GPay
cab economy,2024-08-06,00:43:42.627163,completed,Chikkabellandur 6th Block,Dasarahalli Fork,22.0,RD2143717602973322,4.69,222.61,6.83,229.44,GPay
cab economy,2024-07-21,05:41:30.627163,completed,Hoodi Quarters,Ramnagar Trail,79.0,RD5540861734458931,24.04,799.8,10.32,810.12,Paytm
cab economy,2024-07-31,04:19:34.627163,completed,Kothaguda Farms,Madivala 5th Block,26.0,RD3410512515516389,7.27,271.03,4.38,275.41,
